shoe_name,price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color 1,color 2,color 3,color 4,color 5
Nike Air Force 1 '07,7 495.00,https://www.nike.com/in/t/air-force-1-07-shoes-WrLlWX/CW2288-111,Men,1316,4.8,CW2288-111,Shoes,,80.0,54.0,20,2,Nike,White/White,Black/Black,,,
Nike Air Force 1 '07,7 495.00,https://www.nike.com/in/t/air-force-1-07-shoes-WrLlWX/CW2288-111,Men,1316,4.8,CW2288-001,Shoes,,80.0,54.0,17,2,Nike,White/White,Black/Black,,,
Nike Court Vision Low Next Nature,4 995.00,https://www.nike.com/in/t/court-vision-low-next-nature-shoes-N2fFHb/DH2987-101,Men,105,4.7,DH2987-110,Shoes,,84.0,67.0,0,7,Nike,White/Malachite/White/Black,White/White/Black,Wolf Grey/White/University Red,White/White/White,Black/Black/White
Nike Court Vision Low Next Nature,4 995.00,https://www.nike.com/in/t/court-vision-low-next-nature-shoes-N2fFHb/DH2987-101,Men,105,4.7,DH2987-101,Shoes,,84.0,67.0,17,7,Nike,White/Malachite/White/Black,White/White/Black,Wolf Grey/White/University Red,White/White/White,Black/Black/White
Nike Court Vision Low Next Nature,4 995.00,https://www.nike.com/in/t/court-vision-low-next-nature-shoes-N2fFHb/DH2987-101,Men,105,4.7,DH2987-004,Shoes,,84.0,67.0,0,7,Nike,White/Malachite/White/Black,White/White/Black,Wolf Grey/White/University Red,White/White/White,Black/Black/White
Nike Court Vision Low Next Nature,4 995.00,https://www.nike.com/in/t/court-vision-low-next-nature-shoes-N2fFHb/DH2987-101,Men,105,4.7,DH2987-100,Shoes,,84.0,67.0,0,7,Nike,White/Malachite/White/Black,White/White/Black,Wolf Grey/White/University Red,White/White/White,Black/Black/White
Nike Court Vision Low Next Nature,4 995.00,https://www.nike.com/in/t/court-vision-low-next-nature-shoes-N2fFHb/DH2987-101,Men,105,4.7,DH2987-001,Shoes,,84.0,67.0,13,7,Nike,White/Malachite/White/Black,White/White/Black,Wolf Grey/White/University Red,White/White/White,Black/Black/White
Nike Court Vision Low Next Nature,4 247.00,https://www.nike.com/in/t/court-vision-low-next-nature-shoes-N2fFHb/DH2987-101,Men,105,4.7,DH2987-106,Shoes,,84.0,67.0,0,7,Nike,White/Malachite/White/Black,White/White/Black,Wolf Grey/White/University Red,White/White/White,Black/Black/White
Nike Court Vision Low Next Nature,4 995.00,https://www.nike.com/in/t/court-vision-low-next-nature-shoes-N2fFHb/DH2987-101,Men,105,4.7,DH2987-002,Shoes,,84.0,67.0,17,7,Nike,White/Malachite/White/Black,White/White/Black,Wolf Grey/White/University Red,White/White/White,Black/Black/White
Jordan Hydro XI,4 995.00,https://www.nike.com/in/t/jordan-hydro-xi-slides-PHx6d3/FN2452-170,Men,0,0.0,FN2452-170,Slides,,,,0,1,Nike,,,,,
Nike Air Humara,14 995.00,https://www.nike.com/in/t/air-humara-shoes-Hs4Qsh/FJ7098-301,Men,8,4.8,FJ7098-400,Shoes,,,,12,5,Nike,Polar/Light Ultramarine/Deep Royal Blue/Buff Gold,Wheatgrass/Black/Wheatgrass/Yellow Ochre,Buff Gold/Bronzine/Velvet Brown/Buff Gold,Oil Green/Phantom/Light Bone/Malachite,Black/Metallic Silver/Black/Metallic Silver
Nike Air Humara,14 247.00,https://www.nike.com/in/t/air-humara-shoes-Hs4Qsh/FJ7098-301,Men,8,4.8,FJ7098-700,Shoes,,,,18,5,Nike,Polar/Light Ultramarine/Deep Royal Blue/Buff Gold,Wheatgrass/Black/Wheatgrass/Yellow Ochre,Buff Gold/Bronzine/Velvet Brown/Buff Gold,Oil Green/Phantom/Light Bone/Malachite,Black/Metallic Silver/Black/Metallic Silver
Nike Air Humara,14 995.00,https://www.nike.com/in/t/air-humara-shoes-Hs4Qsh/FJ7098-301,Men,8,4.8,FJ7098-701,Shoes,,,,12,5,Nike,Polar/Light Ultramarine/Deep Royal Blue/Buff Gold,Wheatgrass/Black/Wheatgrass/Yellow Ochre,Buff Gold/Bronzine/Velvet Brown/Buff Gold,Oil Green/Phantom/Light Bone/Malachite,Black/Metallic Silver/Black/Metallic Silver
Nike Air Humara,14 995.00,https://www.nike.com/in/t/air-humara-shoes-Hs4Qsh/FJ7098-301,Men,8,4.8,FJ7098-301,Shoes,,,,18,5,Nike,Polar/Light Ultramarine/Deep Royal Blue/Buff Gold,Wheatgrass/Black/Wheatgrass/Yellow Ochre,Buff Gold/Bronzine/Velvet Brown/Buff Gold,Oil Green/Phantom/Light Bone/Malachite,Black/Metallic Silver/Black/Metallic Silver
Nike Air Humara,14 995.00,https://www.nike.com/in/t/air-humara-shoes-Hs4Qsh/FJ7098-301,Men,8,4.8,FJ7098-002,Shoes,,,,18,5,Nike,Polar/Light Ultramarine/Deep Royal Blue/Buff Gold,Wheatgrass/Black/Wheatgrass/Yellow Ochre,Buff Gold/Bronzine/Velvet Brown/Buff Gold,Oil Green/Phantom/Light Bone/Malachite,Black/Metallic Silver/Black/Metallic Silver
Nike Air Max 90,11 895.00,https://www.nike.com/in/t/air-max-90-shoes-hkwJRC/FB9657-002,Men,2,4.0,FB9657-002,Shoes,,,,13,1,Nike,,,,,
Nike Air VaporMax 2023 Flyknit,19 295.00,https://www.nike.com/in/t/air-vapormax-2023-flyknit-shoes-xjVzw5/DV1678-300,Men,176,4.6,DV1678-003,Shoes,,84.0,34.0,13,7,Nike,Black/Anthracite/Black/Black,Sand Drift/Bronzine/Sand Drift/Bronzine,Pure Platinum/Pure Platinum/Pure Platinum/White,Black/White/Black/White,Light Ultramarine/Polar/Polar/Pure Platinum
Nike Air VaporMax 2023 Flyknit,19 295.00,https://www.nike.com/in/t/air-vapormax-2023-flyknit-shoes-xjVzw5/DV1678-300,Men,176,4.6,DV1678-100,Shoes,,84.0,34.0,0,7,Nike,Black/Anthracite/Black/Black,Sand Drift/Bronzine/Sand Drift/Bronzine,Pure Platinum/Pure Platinum/Pure Platinum/White,Black/White/Black/White,Light Ultramarine/Polar/Polar/Pure Platinum
Nike Air VaporMax 2023 Flyknit,19 295.00,https://www.nike.com/in/t/air-vapormax-2023-flyknit-shoes-xjVzw5/DV1678-300,Men,176,4.6,DV1678-002,Shoes,,84.0,34.0,16,7,Nike,Black/Anthracite/Black/Black,Sand Drift/Bronzine/Sand Drift/Bronzine,Pure Platinum/Pure Platinum/Pure Platinum/White,Black/White/Black/White,Light Ultramarine/Polar/Polar/Pure Platinum
Nike Air VaporMax 2023 Flyknit,19 295.00,https://www.nike.com/in/t/air-vapormax-2023-flyknit-shoes-xjVzw5/DV1678-300,Men,176,4.6,DV1678-001,Shoes,,84.0,34.0,16,7,Nike,Black/Anthracite/Black/Black,Sand Drift/Bronzine/Sand Drift/Bronzine,Pure Platinum/Pure Platinum/Pure Platinum/White,Black/White/Black/White,Light Ultramarine/Polar/Polar/Pure Platinum
Nike Air VaporMax 2023 Flyknit,19 295.00,https://www.nike.com/in/t/air-vapormax-2023-flyknit-shoes-xjVzw5/DV1678-300,Men,176,4.6,DV1678-500,Shoes,,84.0,34.0,12,7,Nike,Black/Anthracite/Black/Black,Sand Drift/Bronzine/Sand Drift/Bronzine,Pure Platinum/Pure Platinum/Pure Platinum/White,Black/White/Black/White,Light Ultramarine/Polar/Polar/Pure Platinum
Nike Air VaporMax 2023 Flyknit,19 295.00,https://www.nike.com/in/t/air-vapormax-2023-flyknit-shoes-xjVzw5/DV1678-300,Men,176,4.6,DV1678-300,Shoes,,84.0,34.0,12,7,Nike,Black/Anthracite/Black/Black,Sand Drift/Bronzine/Sand Drift/Bronzine,Pure Platinum/Pure Platinum/Pure Platinum/White,Black/White/Black/White,Light Ultramarine/Polar/Polar/Pure Platinum
Nike Air VaporMax 2023 Flyknit,19 295.00,https://www.nike.com/in/t/air-vapormax-2023-flyknit-shoes-xjVzw5/DV1678-300,Men,176,4.6,DV1678-004,Shoes,,84.0,34.0,13,7,Nike,Black/Anthracite/Black/Black,Sand Drift/Bronzine/Sand Drift/Bronzine,Pure Platinum/Pure Platinum/Pure Platinum/White,Black/White/Black/White,Light Ultramarine/Polar/Polar/Pure Platinum
Nike Blazer Low '77 Vintage,7 195.00,https://www.nike.com/in/t/blazer-low-77-vintage-shoes-5Gw9TZ/DA6364-115,Men,95,4.4,DA6364-001,Shoes,,63.0,50.0,14,4,Nike,Black/Sail/Black/White,White/Sail/Black/Pine Green,White/Sail/Black,White/Chlorophyll/Sail/Medium Blue,
Nike Blazer Low '77 Vintage,7 195.00,https://www.nike.com/in/t/blazer-low-77-vintage-shoes-5Gw9TZ/DA6364-115,Men,95,4.4,DA6364-115,Shoes,,63.0,50.0,13,4,Nike,Black/Sail/Black/White,White/Sail/Black/Pine Green,White/Sail/Black,White/Chlorophyll/Sail/Medium Blue,
Nike Blazer Low '77 Vintage,7 195.00,https://www.nike.com/in/t/blazer-low-77-vintage-shoes-5Gw9TZ/DA6364-115,Men,95,4.4,DA6364-101,Shoes,,63.0,50.0,16,4,Nike,Black/Sail/Black/White,White/Sail/Black/Pine Green,White/Sail/Black,White/Chlorophyll/Sail/Medium Blue,
Nike Blazer Low '77 Vintage,7 195.00,https://www.nike.com/in/t/blazer-low-77-vintage-shoes-5Gw9TZ/DA6364-115,Men,95,4.4,DA6364-107,Shoes,,63.0,50.0,0,4,Nike,Black/Sail/Black/White,White/Sail/Black/Pine Green,White/Sail/Black,White/Chlorophyll/Sail/Medium Blue,
Nike Dunk Low,11 895.00,https://www.nike.com/in/t/dunk-low-shoes-Knf0qX/FV0384-001,Men,21,4.6,FV0384-001,Shoes,,75.0,50.0,17,1,Nike,,,,,
Nike Air Force 1 '07 Pro Tech,13 995.00,https://www.nike.com/in/t/air-force-1-07-pro-tech-shoes-KHLmTh/FB8875-002,Men,8,4.6,FB8875-002,Shoes,,,,17,3,Nike,Light Silver/Clear/Light Silver,Black/Clear/Black,University Gold/Summit White/Black/University Gold,,
Nike Air Force 1 '07 Pro Tech,13 995.00,https://www.nike.com/in/t/air-force-1-07-pro-tech-shoes-KHLmTh/FB8875-002,Men,8,4.6,FB8875-001,Shoes,,,,13,3,Nike,Light Silver/Clear/Light Silver,Black/Clear/Black,University Gold/Summit White/Black/University Gold,,
Nike Air Force 1 '07 Pro Tech,13 995.00,https://www.nike.com/in/t/air-force-1-07-pro-tech-shoes-KHLmTh/FB8875-002,Men,8,4.6,FB8875-700,Shoes,,,,12,3,Nike,Light Silver/Clear/Light Silver,Black/Clear/Black,University Gold/Summit White/Black/University Gold,,
Nike Court Vision Low,5 695.00,https://www.nike.com/in/t/court-vision-low-shoes-q0sr67/FQ8075-133,Men,0,0.0,FQ8075-133,Shoes,,,,17,1,Nike,,,,,
Nike Dunk Low Retro Premium,9 695.00,https://www.nike.com/in/t/dunk-low-retro-shoes-Zc0601/FB8896-300,Men,2,5.0,FB8896-300,Shoes,,75.0,50.0,13,1,Nike,,,,,
Nike Air Max 90,11 895.00,https://www.nike.com/in/t/air-max-90-shoes-0MB5rJ/FB9658-001,Men,4,4.8,FB9658-001,Shoes,,,,13,1,Nike,,,,,
Nike Downshifter 12,3 995.00,https://www.nike.com/in/t/downshifter-12-road-running-shoes-kQLnZn/DD9293-011,Men,50,4.5,DD9293-011,Road Running Shoes,,100.0,50.0,14,5,Nike,Wolf Grey/Black/Volt/White,Black/Particle Grey/Dark Smoke Grey,Black/Dark Smoke Grey/Pure Platinum/White,Midnight Navy/Dark Obsidian/Pure Platinum/Worn Blue,White/White/Pure Platinum
Nike Downshifter 12,3 995.00,https://www.nike.com/in/t/downshifter-12-road-running-shoes-kQLnZn/DD9293-011,Men,50,4.5,DD9293-002,Road Running Shoes,,100.0,50.0,14,5,Nike,Wolf Grey/Black/Volt/White,Black/Particle Grey/Dark Smoke Grey,Black/Dark Smoke Grey/Pure Platinum/White,Midnight Navy/Dark Obsidian/Pure Platinum/Worn Blue,White/White/Pure Platinum
Nike Downshifter 12,3 995.00,https://www.nike.com/in/t/downshifter-12-road-running-shoes-kQLnZn/DD9293-011,Men,50,4.5,DD9293-001,Road Running Shoes,,100.0,50.0,13,5,Nike,Wolf Grey/Black/Volt/White,Black/Particle Grey/Dark Smoke Grey,Black/Dark Smoke Grey/Pure Platinum/White,Midnight Navy/Dark Obsidian/Pure Platinum/Worn Blue,White/White/Pure Platinum
Nike Downshifter 12,3 797.00,https://www.nike.com/in/t/downshifter-12-road-running-shoes-kQLnZn/DD9293-011,Men,50,4.5,DD9293-400,Road Running Shoes,,100.0,50.0,0,5,Nike,Wolf Grey/Black/Volt/White,Black/Particle Grey/Dark Smoke Grey,Black/Dark Smoke Grey/Pure Platinum/White,Midnight Navy/Dark Obsidian/Pure Platinum/Worn Blue,White/White/Pure Platinum
Nike Downshifter 12,3 995.00,https://www.nike.com/in/t/downshifter-12-road-running-shoes-kQLnZn/DD9293-011,Men,50,4.5,DD9293-100,Road Running Shoes,,100.0,50.0,13,5,Nike,Wolf Grey/Black/Volt/White,Black/Particle Grey/Dark Smoke Grey,Black/Dark Smoke Grey/Pure Platinum/White,Midnight Navy/Dark Obsidian/Pure Platinum/Worn Blue,White/White/Pure Platinum
Nike Revolution 7,3 695.00,https://www.nike.com/in/t/revolution-7-road-running-shoes-Ws2ZGl/FB8501-100,Men,2,3.5,FB8501-001,Road Running Shoes (Extra Wide),,100.0,50.0,13,3,Nike,Black/Off-Noir,White/Midnight Navy/University Red,Black/White,,
Nike Revolution 7,3 695.00,https://www.nike.com/in/t/revolution-7-road-running-shoes-Ws2ZGl/FB8501-100,Men,2,3.5,FB8501-100,Road Running Shoes (Extra Wide),,100.0,50.0,12,3,Nike,Black/Off-Noir,White/Midnight Navy/University Red,Black/White,,
Nike Revolution 7,3 695.00,https://www.nike.com/in/t/revolution-7-road-running-shoes-Ws2ZGl/FB8501-100,Men,2,3.5,FB8501-002,Road Running Shoes (Extra Wide),,100.0,50.0,13,3,Nike,Black/Off-Noir,White/Midnight Navy/University Red,Black/White,,
Nike Air Force 1 '07,8 195.00,https://www.nike.com/in/t/air-force-1-07-shoe-HWWX9W/CT2302-100,Men,172,4.8,CT2302-002,Shoe,,,,17,2,Nike,Black/White,White/Black,,,
Nike Air Force 1 '07,8 195.00,https://www.nike.com/in/t/air-force-1-07-shoe-HWWX9W/CT2302-100,Men,172,4.8,CT2302-100,Shoe,,,,17,2,Nike,Black/White,White/Black,,,
Jumpman MVP,15 295.00,https://www.nike.com/in/t/jumpman-mvp-shoes-JV1HCs/DZ4475-041,Men,103,4.9,DZ4475-041,Shoes,,100.0,50.0,15,2,Nike,Black/White/Game Royal,Neutral Grey/Black/Dark Concord/University Red,,,
Jumpman MVP,15 295.00,https://www.nike.com/in/t/jumpman-mvp-shoes-JV1HCs/DZ4475-041,Men,103,4.9,DZ4475-026,Shoes,,100.0,50.0,15,2,Nike,Black/White/Game Royal,Neutral Grey/Black/Dark Concord/University Red,,,
Nike Revolution 6,3 137.00,https://www.nike.com/in/t/revolution-6-road-running-shoes-NC0P7k/DC3728-003,Men,163,3.8,DC3728-014,Road Running Shoes,,79.0,50.0,0,9,Nike,Football Grey/Cobalt Bliss/White/Black,Midnight Navy/Obsidian/Ashen Slate/White,Valerian Blue/Bright Spruce/Black/White,Black/Dark Smoke Grey/Black,Oatmeal/Oxygen Purple/Gridiron
Nike Revolution 6,3 695.00,https://www.nike.com/in/t/revolution-6-road-running-shoes-NC0P7k/DC3728-003,Men,163,3.8,DC3728-401,Road Running Shoes,,79.0,50.0,13,9,Nike,Football Grey/Cobalt Bliss/White/Black,Midnight Navy/Obsidian/Ashen Slate/White,Valerian Blue/Bright Spruce/Black/White,Black/Dark Smoke Grey/Black,Oatmeal/Oxygen Purple/Gridiron
Nike Revolution 6,3 507.00,https://www.nike.com/in/t/revolution-6-road-running-shoes-NC0P7k/DC3728-003,Men,163,3.8,DC3728-403,Road Running Shoes,,79.0,50.0,0,9,Nike,Football Grey/Cobalt Bliss/White/Black,Midnight Navy/Obsidian/Ashen Slate/White,Valerian Blue/Bright Spruce/Black/White,Black/Dark Smoke Grey/Black,Oatmeal/Oxygen Purple/Gridiron
Nike Revolution 6,3 695.00,https://www.nike.com/in/t/revolution-6-road-running-shoes-NC0P7k/DC3728-003,Men,163,3.8,DC3728-001,Road Running Shoes,,79.0,50.0,17,9,Nike,Football Grey/Cobalt Bliss/White/Black,Midnight Navy/Obsidian/Ashen Slate/White,Valerian Blue/Bright Spruce/Black/White,Black/Dark Smoke Grey/Black,Oatmeal/Oxygen Purple/Gridiron
Nike Revolution 6,3 695.00,https://www.nike.com/in/t/revolution-6-road-running-shoes-NC0P7k/DC3728-003,Men,163,3.8,DC3728-101,Road Running Shoes,,79.0,50.0,0,9,Nike,Football Grey/Cobalt Bliss/White/Black,Midnight Navy/Obsidian/Ashen Slate/White,Valerian Blue/Bright Spruce/Black/White,Black/Dark Smoke Grey/Black,Oatmeal/Oxygen Purple/Gridiron
Nike Revolution 6,3 695.00,https://www.nike.com/in/t/revolution-6-road-running-shoes-NC0P7k/DC3728-003,Men,163,3.8,DC3728-102,Road Running Shoes,,79.0,50.0,13,9,Nike,Football Grey/Cobalt Bliss/White/Black,Midnight Navy/Obsidian/Ashen Slate/White,Valerian Blue/Bright Spruce/Black/White,Black/Dark Smoke Grey/Black,Oatmeal/Oxygen Purple/Gridiron
Nike Revolution 6,3 507.00,https://www.nike.com/in/t/revolution-6-road-running-shoes-NC0P7k/DC3728-003,Men,163,3.8,DC3728-404,Road Running Shoes,,79.0,50.0,13,9,Nike,Football Grey/Cobalt Bliss/White/Black,Midnight Navy/Obsidian/Ashen Slate/White,Valerian Blue/Bright Spruce/Black/White,Black/Dark Smoke Grey/Black,Oatmeal/Oxygen Purple/Gridiron
Nike Revolution 6,3 507.00,https://www.nike.com/in/t/revolution-6-road-running-shoes-NC0P7k/DC3728-003,Men,163,3.8,DC3728-004,Road Running Shoes,,79.0,50.0,13,9,Nike,Football Grey/Cobalt Bliss/White/Black,Midnight Navy/Obsidian/Ashen Slate/White,Valerian Blue/Bright Spruce/Black/White,Black/Dark Smoke Grey/Black,Oatmeal/Oxygen Purple/Gridiron
Nike Revolution 6,3 695.00,https://www.nike.com/in/t/revolution-6-road-running-shoes-NC0P7k/DC3728-003,Men,163,3.8,DC3728-003,Road Running Shoes,,79.0,50.0,17,9,Nike,Football Grey/Cobalt Bliss/White/Black,Midnight Navy/Obsidian/Ashen Slate/White,Valerian Blue/Bright Spruce/Black/White,Black/Dark Smoke Grey/Black,Oatmeal/Oxygen Purple/Gridiron
Nike Court Vision Low,5 695.00,https://www.nike.com/in/t/court-vision-low-shoes-Z92qnm/FZ0624-100,Men,1,5.0,FZ0624-100,Shoes,,100.0,50.0,13,1,Nike,,,,,
Nike Air Max Bolt,7 787.00,https://www.nike.com/in/t/air-max-bolt-shoes-qcn5kT/CU4151-102,Men,19,4.3,CU4151-003,Shoes,,,,13,2,Nike,Pure Platinum/White/Metallic Silver/Wolf Grey,White/White/Black,,,
Nike Air Max Bolt,7 787.00,https://www.nike.com/in/t/air-max-bolt-shoes-qcn5kT/CU4151-102,Men,19,4.3,CU4151-102,Shoes,,,,13,2,Nike,Pure Platinum/White/Metallic Silver/Wolf Grey,White/White/Black,,,
Jordan One Take 4 PF,8 257.00,https://www.nike.com/in/t/jordan-one-take-4-pf-shoes-v5trdl/DZ3339-106,Men,1,4.0,DZ3339-003,Shoes,,100.0,50.0,0,4,Nike,Light Silver/Volt/Particle Grey/Green Strike,Sail/Wolf Grey/Challenge Red/Black,Gym Red/Black/White,White/Black/Team Crimson,
Jordan One Take 4 PF,8 695.00,https://www.nike.com/in/t/jordan-one-take-4-pf-shoes-v5trdl/DZ3339-106,Men,1,4.0,DZ3339-106,Shoes,,100.0,50.0,12,4,Nike,Light Silver/Volt/Particle Grey/Green Strike,Sail/Wolf Grey/Challenge Red/Black,Gym Red/Black/White,White/Black/Team Crimson,
Jordan One Take 4 PF,8 695.00,https://www.nike.com/in/t/jordan-one-take-4-pf-shoes-v5trdl/DZ3339-106,Men,1,4.0,DZ3339-600,Shoes,,100.0,50.0,12,4,Nike,Light Silver/Volt/Particle Grey/Green Strike,Sail/Wolf Grey/Challenge Red/Black,Gym Red/Black/White,White/Black/Team Crimson,
Jordan One Take 4 PF,8 257.00,https://www.nike.com/in/t/jordan-one-take-4-pf-shoes-v5trdl/DZ3339-106,Men,1,4.0,DZ3339-100,Shoes,,100.0,50.0,0,4,Nike,Light Silver/Volt/Particle Grey/Green Strike,Sail/Wolf Grey/Challenge Red/Black,Gym Red/Black/White,White/Black/Team Crimson,
Nike Revolution 7 EasyOn,3 695.00,https://www.nike.com/in/t/revolution-7-easyon-road-running-shoes-nNqdwt/FQ4112-001,Men,2,4.5,FQ4112-001,Road Running Shoes,,,,16,1,Nike,,,,,
Nike Dunk Low,8 695.00,https://www.nike.com/in/t/dunk-low-shoes-T4Ckpv/FQ8080-133,Men,36,4.2,FQ8080-133,Shoes,,100.0,50.0,13,1,Nike,,,,,
Nike Air Force 1 '07 LV8,10 795.00,https://www.nike.com/in/t/air-force-1-07-lv8-shoes-hHz3rg/FB8877-001,Men,5,4.4,FB8877-001,Shoes,,100.0,67.0,13,2,Nike,Phantom/Cargo Khaki/Dark Russet/Phantom,Medium Ash/Bronzine/Blue Tint/Medium Ash,,,
Nike Air Force 1 '07 LV8,10 795.00,https://www.nike.com/in/t/air-force-1-07-lv8-shoes-hHz3rg/FB8877-001,Men,5,4.4,FB8877-200,Shoes,,100.0,67.0,13,2,Nike,Phantom/Cargo Khaki/Dark Russet/Phantom,Medium Ash/Bronzine/Blue Tint/Medium Ash,,,
Nike Court Vision Low,5 695.00,https://www.nike.com/in/t/court-vision-low-shoes-cjNZXt/FZ0630-010,Men,0,0.0,FZ0630-010,Shoes,,,,13,1,Nike,,,,,
Air Jordan 1 Zoom CMFT 2,13 295.00,https://www.nike.com/in/t/air-jordan-1-zoom-cmft-2-shoes-nX8Qqx/DV1307-101,Men,82,4.9,DV1307-184,Shoes,,100.0,50.0,11,5,Nike,Sail/Royal Pulse/Light Silver/Alpha Orange,Muslin/Black/Vivid Orange/Celestial Gold,Summit White/Light Silver/Sail/Particle Grey,White/Black/Honeydew/Vapour Green,White/Neutral Grey/Metallic Gold
Air Jordan 1 Zoom CMFT 2,12 627.00,https://www.nike.com/in/t/air-jordan-1-zoom-cmft-2-shoes-nX8Qqx/DV1307-101,Men,82,4.9,DV1307-100,Shoes,,100.0,50.0,12,5,Nike,Sail/Royal Pulse/Light Silver/Alpha Orange,Muslin/Black/Vivid Orange/Celestial Gold,Summit White/Light Silver/Sail/Particle Grey,White/Black/Honeydew/Vapour Green,White/Neutral Grey/Metallic Gold
Air Jordan 1 Zoom CMFT 2,13 295.00,https://www.nike.com/in/t/air-jordan-1-zoom-cmft-2-shoes-nX8Qqx/DV1307-101,Men,82,4.9,DV1307-101,Shoes,,100.0,50.0,12,5,Nike,Sail/Royal Pulse/Light Silver/Alpha Orange,Muslin/Black/Vivid Orange/Celestial Gold,Summit White/Light Silver/Sail/Particle Grey,White/Black/Honeydew/Vapour Green,White/Neutral Grey/Metallic Gold
Air Jordan 1 Zoom CMFT 2,13 295.00,https://www.nike.com/in/t/air-jordan-1-zoom-cmft-2-shoes-nX8Qqx/DV1307-101,Men,82,4.9,DV1307-103,Shoes,,100.0,50.0,12,5,Nike,Sail/Royal Pulse/Light Silver/Alpha Orange,Muslin/Black/Vivid Orange/Celestial Gold,Summit White/Light Silver/Sail/Particle Grey,White/Black/Honeydew/Vapour Green,White/Neutral Grey/Metallic Gold
Air Jordan 1 Zoom CMFT 2,13 295.00,https://www.nike.com/in/t/air-jordan-1-zoom-cmft-2-shoes-nX8Qqx/DV1307-101,Men,82,4.9,DV1307-107,Shoes,,100.0,50.0,12,5,Nike,Sail/Royal Pulse/Light Silver/Alpha Orange,Muslin/Black/Vivid Orange/Celestial Gold,Summit White/Light Silver/Sail/Particle Grey,White/Black/Honeydew/Vapour Green,White/Neutral Grey/Metallic Gold
Nike Dunk High Retro,9 295.00,https://www.nike.com/in/t/dunk-high-retro-shoe-DdRmMZ/DD1399-105,Men,135,4.7,DD1399-105,Shoe,,100.0,75.0,17,2,Nike,White/Total Orange/Black,Noble Green/White/University Gold/Noble Green,,,
Nike Dunk High Retro,9 295.00,https://www.nike.com/in/t/dunk-high-retro-shoe-DdRmMZ/DD1399-105,Men,135,4.7,DD1399-300,Shoe,,100.0,75.0,0,2,Nike,White/Total Orange/Black,Noble Green/White/University Gold/Noble Green,,,
Nike Revolution 7,3 695.00,https://www.nike.com/in/t/revolution-7-road-running-shoes-dC34tK/FB2207-101,Men,5,5.0,FB2207-001,Road Running Shoes,,50.0,50.0,16,6,Nike,Black/White,Black/Pure Platinum/Lime Blast/Geode Teal,Black/Off-Noir,Wolf Grey/Smoke Grey/Black/Volt,White/White/Pure Platinum
Nike Revolution 7,3 695.00,https://www.nike.com/in/t/revolution-7-road-running-shoes-dC34tK/FB2207-101,Men,5,5.0,FB2207-004,Road Running Shoes,,50.0,50.0,13,6,Nike,Black/White,Black/Pure Platinum/Lime Blast/Geode Teal,Black/Off-Noir,Wolf Grey/Smoke Grey/Black/Volt,White/White/Pure Platinum
Nike Revolution 7,3 695.00,https://www.nike.com/in/t/revolution-7-road-running-shoes-dC34tK/FB2207-101,Men,5,5.0,FB2207-005,Road Running Shoes,,50.0,50.0,14,6,Nike,Black/White,Black/Pure Platinum/Lime Blast/Geode Teal,Black/Off-Noir,Wolf Grey/Smoke Grey/Black/Volt,White/White/Pure Platinum
Nike Revolution 7,3 695.00,https://www.nike.com/in/t/revolution-7-road-running-shoes-dC34tK/FB2207-101,Men,5,5.0,FB2207-002,Road Running Shoes,,50.0,50.0,15,6,Nike,Black/White,Black/Pure Platinum/Lime Blast/Geode Teal,Black/Off-Noir,Wolf Grey/Smoke Grey/Black/Volt,White/White/Pure Platinum
Nike Revolution 7,3 695.00,https://www.nike.com/in/t/revolution-7-road-running-shoes-dC34tK/FB2207-101,Men,5,5.0,FB2207-100,Road Running Shoes,,50.0,50.0,13,6,Nike,Black/White,Black/Pure Platinum/Lime Blast/Geode Teal,Black/Off-Noir,Wolf Grey/Smoke Grey/Black/Volt,White/White/Pure Platinum
Nike Revolution 7,3 695.00,https://www.nike.com/in/t/revolution-7-road-running-shoes-dC34tK/FB2207-101,Men,5,5.0,FB2207-101,Road Running Shoes,,50.0,50.0,14,6,Nike,Black/White,Black/Pure Platinum/Lime Blast/Geode Teal,Black/Off-Noir,Wolf Grey/Smoke Grey/Black/Volt,White/White/Pure Platinum
Nike Air Max SC Leather,6 795.00,https://www.nike.com/in/t/air-max-sc-leather-shoes-7tfpRt/DH9636-001,Men,26,4.9,DH9636-101,Shoes,,75.0,50.0,13,2,Nike,White/White/White,Black/Black/Black,,,
Nike Air Max SC Leather,6 795.00,https://www.nike.com/in/t/air-max-sc-leather-shoes-7tfpRt/DH9636-001,Men,26,4.9,DH9636-001,Shoes,,75.0,50.0,15,2,Nike,White/White/White,Black/Black/Black,,,
Air Jordan 1 Mid,10 917.00,https://www.nike.com/in/t/air-jordan-1-mid-shoes-SQf7DM/DQ8426-106,Men,435,4.9,DQ8426-401,Shoes,,84.0,50.0,0,6,Nike,University Blue/White/Black,Sky J Purple/White/Sky J Light Purple/Sky J Purple,White/Bright Concord/True Red/Black,Lucky Green/White/Black,White/Black/Gym Red
Air Jordan 1 Mid,10 917.00,https://www.nike.com/in/t/air-jordan-1-mid-shoes-SQf7DM/DQ8426-106,Men,435,4.9,DQ8426-515,Shoes,,84.0,50.0,0,6,Nike,University Blue/White/Black,Sky J Purple/White/Sky J Light Purple/Sky J Purple,White/Bright Concord/True Red/Black,Lucky Green/White/Black,White/Black/Gym Red
